index,Company,City,Industry,Percentage,Date,Funds_Raised,Stage,Country,Laid_Off_Count,strength,Reason,Year,Month,Quarters,category_label_encoded
1,Electronic Arts,SF Bay Area,Consumer,0.05,2024-02-28,2.0,Post-IPO,United States,670.0,13400.0,layoff_permanent,2024,February,2024Q1,31
24,Voi,Stockholm,Transportation,0.12,2024-02-16,515.0,Series D,United States,120.0,1000.0,closure_permanent,2024,February,2024Q1,38
25,Toast,Boston,Food,0.1,2024-02-15,962.0,Post-IPO,United States,550.0,5500.0,down_sizing,2024,February,2024Q1,4
26,Sonder,SF Bay Area,Travel,0.17,2024-02-15,839.0,Post-IPO,United States,106.0,624.0,layoff_temporary,2024,February,2024Q1,31
31,Cisco,SF Bay Area,Infrastructure,0.05,2024-02-14,2.0,Post-IPO,United States,4250.0,85000.0,layoff_permanent,2024,February,2024Q1,31
34,Instacart,SF Bay Area,Food,0.07,2024-02-13,2900.0,Post-IPO,United States,250.0,3571.0,layoff_permanent,2024,February,2024Q1,31
55,Snap,Los Angeles,Consumer,0.1,2024-02-05,4900.0,Post-IPO,United States,500.0,5000.0,layoff_permanent,2024,February,2024Q1,19
64,Cue Health,San Diego,Healthcare,0.3,2024-02-02,899.0,Post-IPO,United States,245.0,817.0,layoff_permanent,2024,February,2024Q1,33
69,Okta,SF Bay Area,Security,0.07,2024-02-01,1200.0,Post-IPO,United States,400.0,5714.0,layoff_permanent,2024,February,2024Q1,31
81,PayPal,SF Bay Area,Finance,0.09,2024-01-30,216.0,Post-IPO,United States,2500.0,27778.0,layoff_permanent,2024,January,2024Q1,31
82,Block,SF Bay Area,Finance,0.1,2024-01-30,150.0,Post-IPO,United States,1000.0,10000.0,down_sizing,2024,January,2024Q1,31
84,Aurora Solar,SF Bay Area,Energy,0.2,2024-01-30,523.0,Series D,United States,111.0,555.0,layoff_permanent,2024,January,2024Q1,31
93,Salesforce,SF Bay Area,Sales,0.01,2024-01-26,65.0,Post-IPO,United States,700.0,70000.0,layoff_permanent,2024,January,2024Q1,31
110,eBay,SF Bay Area,Retail,0.09,2024-01-23,1200.0,Post-IPO,United States,1000.0,11111.0,layoff_permanent,2024,January,2024Q1,31
112,Brex,SF Bay Area,Finance,0.2,2024-01-23,1500.0,Series D,United States,282.0,1410.0,layoff_permanent,2024,January,2024Q1,31
117,Riot Games,Los Angeles,Consumer,0.11,2024-01-22,21.0,Acquired,United States,530.0,4818.0,layoff_permanent,2024,January,2024Q1,19
124,Wayfair,Boston,Retail,0.13,2024-01-19,1700.0,Post-IPO,United States,1650.0,12692.0,layoff_permanent,2024,January,2024Q1,4
143,Discord,SF Bay Area,Consumer,0.17,2024-01-11,995.0,Series H,United States,170.0,1000.0,layoff_permanent,2024,January,2024Q1,31
153,Citrix,Miami,Infrastructure,0.12,2024-01-10,20.0,Acquired,United States,1000.0,8333.0,layoff_permanent,2024,January,2024Q1,20
162,Twitch,SF Bay Area,Consumer,0.35,2024-01-09,35.0,Acquired,United States,500.0,1429.0,layoff_permanent,2024,January,2024Q1,31
164,Nevro,SF Bay Area,Healthcare,0.05,2024-01-09,556.0,Post-IPO,United States,63.0,1260.0,layoff_permanent,2024,January,2024Q1,31
167,Rent the Runway,New York City,Retail,0.1,2024-01-09,526.0,Post-IPO,United States,37.0,370.0,closure_temporary,2024,January,2024Q1,25
169,Humane,SF Bay Area,Hardware,0.04,2024-01-09,230.0,Series C,United States,10.0,250.0,closure_permanent,2024,January,2024Q1,31
173,Unity,SF Bay Area,Other,0.25,2024-01-08,1300.0,Post-IPO,United States,1800.0,7200.0,layoff_permanent,2024,January,2024Q1,31
176,Flexe,Seattle,Logistics,0.38,2024-01-08,263.0,Series D,United States,99.0,261.0,down_sizing,2024,January,2024Q1,36
185,Cue Health,San Diego,Healthcare,0.13,2024-01-05,899.0,Post-IPO,United States,94.0,723.0,layoff_permanent,2024,January,2024Q1,33
204,Enphase Energy,SF Bay Area,Energy,0.1,2023-12-18,116.0,Post-IPO,United States,350.0,3500.0,layoff_permanent,2023,December,2023Q4,31
220,Invitae,SF Bay Area,Healthcare,0.15,2023-12-13,2500.0,Post-IPO,United States,235.0,1567.0,layoff_permanent,2023,December,2023Q4,31
228,Chipper Cash,SF Bay Area,Finance,0.33,2023-12-11,302.0,Series C,United States,15.0,45.0,layoff_permanent,2023,December,2023Q4,31
247,Spotify,Stockholm,Media,0.17,2023-12-04,2100.0,Post-IPO,Sweden,1500.0,8824.0,layoff_permanent,2023,December,2023Q4,38
253,Loco,Mumbai,Consumer,0.36,2023-11-30,52.0,Acquired,India,40.0,111.0,layoff_temporary,2023,November,2023Q4,22
259,Unity,SF Bay Area,Other,0.04,2023-11-28,1300.0,Post-IPO,United States,265.0,6625.0,layoff_permanent,2023,November,2023Q4,31
296,TripAdvisor,Boston,Travel,0.04,2023-11-12,3.0,Post-IPO,United States,125.0,3125.0,layoff_permanent,2023,November,2023Q4,4
316,Viasat,San Diego,Other,0.1,2023-11-02,366.0,Post-IPO,United States,800.0,8000.0,layoff_permanent,2023,November,2023Q4,33
322,Splunk,SF Bay Area,Data,0.07,2023-11-01,2400.0,Post-IPO,United States,500.0,7143.0,layoff_permanent,2023,November,2023Q4,31
323,Faire,SF Bay Area,Retail,0.2,2023-11-01,1700.0,Series G,United States,250.0,1250.0,layoff_permanent,2023,November,2023Q4,31
358,LinkedIn,SF Bay Area,Recruiting,0.03,2023-10-16,154.0,Acquired,United States,660.0,22000.0,layoff_permanent,2023,October,2023Q4,31
375,Carbon Health,SF Bay Area,Healthcare,0.05,2023-10-09,522.0,Series D,United States,114.0,2280.0,layoff_permanent,2023,October,2023Q4,31
380,Juniper Networks,SF Bay Area,Hardware,0.04,2023-10-06,39.0,Post-IPO,United States,440.0,11000.0,layoff_permanent,2023,October,2023Q4,31
393,Hopper,Montreal,Travel,0.3,2023-10-04,730.0,Unknown,Canada,250.0,833.0,layoff_temporary,2023,October,2023Q4,21
401,Synapse,SF Bay Area,Finance,0.4,2023-10-02,50.0,Series B,United States,86.0,215.0,layoff_permanent,2023,October,2023Q4,31
409,Epic Games,Raleigh,Consumer,0.16,2023-09-28,6400.0,Unknown,United States,870.0,5438.0,down_sizing,2023,September,2023Q3,30
416,Flexe,Seattle,Logistics,0.33,2023-09-26,263.0,Series D,United States,131.0,397.0,down_sizing,2023,September,2023Q3,36
436,Airtable,SF Bay Area,Product,0.27,2023-09-14,1400.0,Series F,United States,237.0,878.0,layoff_permanent,2023,September,2023Q3,31
442,Evolve,Denver,Travel,0.2,2023-09-12,224.0,Series F,United States,175.0,875.0,layoff_temporary,2023,September,2023Q3,11
458,Roku,SF Bay Area,Media,0.1,2023-09-06,208.0,Post-IPO,United States,360.0,3600.0,layoff_permanent,2023,September,2023Q3,31
482,Huma,London,Healthcare,0.1,2023-08-30,217.0,Unknown,United Kingdom,45.0,450.0,closure_permanent,2023,August,2023Q3,18
495,Atlas,Chicago,HR,0.3,2023-08-23,220.0,Series B,United States,150.0,500.0,layoff_permanent,2023,August,2023Q3,8
497,BlackLine,Los Angeles,Finance,0.05,2023-08-23,220.0,Post-IPO,United States,95.0,1900.0,layoff_permanent,2023,August,2023Q3,19
515,AppFolio,Santa Barbara,Real Estate,0.09,2023-08-17,30.0,Post-IPO,United States,149.0,1656.0,layoff_permanent,2023,August,2023Q3,34
531,Blend,SF Bay Area,Finance,0.19,2023-08-09,665.0,Post-IPO,United States,150.0,789.0,layoff_permanent,2023,August,2023Q3,31
553,Discord,SF Bay Area,Consumer,0.04,2023-08-03,995.0,Series H,United States,37.0,925.0,layoff_permanent,2023,August,2023Q3,31
573,Planet,SF Bay Area,Aerospace,0.1,2023-08-01,574.0,Post-IPO,United States,117.0,1170.0,layoff_permanent,2023,August,2023Q3,31
589,Wish,SF Bay Area,Retail,0.34,2023-07-27,1600.0,Post-IPO,United States,255.0,750.0,closure_permanent,2023,July,2023Q3,31
590,Point,SF Bay Area,Real Estate,0.28,2023-07-27,149.0,Series C,United States,61.0,218.0,layoff_permanent,2023,July,2023Q3,31
595,Copia,Nairobi,Retail,0.25,2023-07-26,103.0,Series C,Kenya,350.0,1400.0,closure_permanent,2023,July,2023Q3,23
596,Figure,SF Bay Area,Crypto,0.2,2023-07-26,1500.0,Unknown,United States,90.0,450.0,down_sizing,2023,July,2023Q3,31
668,Perfect Day,SF Bay Area,Food,0.15,2023-07-06,711.0,Series D,United States,134.0,893.0,layoff_permanent,2023,July,2023Q3,31
678,Zip,Sydney,Finance,0.2,2023-07-02,896.0,Post-IPO,Australia,300.0,1500.0,layoff_temporary,2023,July,2023Q3,39
684,Headspace,Los Angeles,Healthcare,0.15,2023-06-29,216.0,Unknown,United States,181.0,1207.0,layoff_permanent,2023,June,2023Q2,19
697,Plex,SF Bay Area,Media,0.2,2023-06-28,81.0,Unknown,United States,37.0,185.0,closure_permanent,2023,June,2023Q2,31
701,New Relic,SF Bay Area,Infrastructure,0.1,2023-06-27,214.0,Post-IPO,United States,255.0,2550.0,layoff_permanent,2023,June,2023Q2,31
710,Robinhood,SF Bay Area,Finance,0.07,2023-06-26,5600.0,Post-IPO,United States,150.0,2143.0,layoff_permanent,2023,June,2023Q2,31
711,Convoy,Seattle,Logistics,0.05,2023-06-26,1100.0,Series E,United States,30.0,600.0,closure_permanent,2023,June,2023Q2,36
718,Ritual,Toronto,Food,0.4,2023-06-21,134.0,Series C,Canada,38.0,95.0,closure_permanent,2023,June,2023Q2,41
742,TrueCar,Los Angeles,Transportation,0.24,2023-06-14,340.0,Post-IPO,United States,102.0,425.0,layoff_permanent,2023,June,2023Q2,19
752,Chegg,SF Bay Area,Education,0.04,2023-06-12,227.0,Post-IPO,United States,80.0,2000.0,closure_permanent,2023,June,2023Q2,31
760,Cityblock Health,New York City,Healthcare,0.12,2023-06-08,891.0,Series D,United States,155.0,1292.0,down_sizing,2023,June,2023Q2,25
780,Spotify,Stockholm,Media,0.02,2023-06-05,2100.0,Post-IPO,Sweden,200.0,10000.0,layoff_permanent,2023,June,2023Q2,38
796,Zendesk,SF Bay Area,Support,0.08,2023-05-31,85.0,Acquired,United States,320.0,4000.0,layoff_permanent,2023,May,2023Q2,31
797,ZipRecruiter,Los Angeles,Recruiting,0.2,2023-05-31,769.0,Post-IPO,United States,270.0,1350.0,layoff_temporary,2023,May,2023Q2,19
801,Away,New York City,Retail,0.08,2023-05-31,181.0,Series D,United States,22.0,275.0,down_sizing,2023,May,2023Q2,25
807,Evolve,Denver,Travel,0.14,2023-05-29,224.0,Series F,United States,164.0,1171.0,layoff_temporary,2023,May,2023Q2,11
815,Guild,Denver,Education,0.12,2023-05-24,643.0,Series F,United States,172.0,1433.0,closure_permanent,2023,May,2023Q2,11
818,Western Digital,Kfar Saba,Hardware,0.07,2023-05-24,900.0,Post-IPO,Israel,60.0,857.0,layoff_permanent,2023,May,2023Q2,17
841,Lemonade,New York City,Finance,0.03,2023-05-16,481.0,Post-IPO,United States,45.0,1500.0,layoff_temporary,2023,May,2023Q2,25
845,Nuro,SF Bay Area,Transportation,0.3,2023-05-12,2100.0,Series D,United States,340.0,1133.0,layoff_permanent,2023,May,2023Q2,31
864,LinkedIn,SF Bay Area,Recruiting,0.04,2023-05-08,154.0,Acquired,United States,716.0,17900.0,layoff_permanent,2023,May,2023Q2,31
869,Twist Bioscience,SF Bay Area,Healthcare,0.25,2023-05-05,503.0,Post-IPO,United States,270.0,1080.0,layoff_permanent,2023,May,2023Q2,31
874,Sabre,Dallas,Travel,0.15,2023-05-04,1700.0,Post-IPO,United States,1100.0,7333.0,down_sizing,2023,May,2023Q2,10
876,Autograph,Los Angeles,Crypto,0.33,2023-05-04,205.0,Series B,United States,30.0,91.0,layoff_permanent,2023,May,2023Q2,19
878,Karma,Tel Aviv,Retail,0.28,2023-05-04,34.0,Series A,Israel,20.0,71.0,layoff_temporary,2023,May,2023Q2,40
880,Unity,SF Bay Area,Other,0.08,2023-05-03,1300.0,Post-IPO,United States,600.0,7500.0,layoff_permanent,2023,May,2023Q2,31
896,Cue Health,San Diego,Healthcare,0.3,2023-04-28,899.0,Post-IPO,United States,326.0,1087.0,layoff_permanent,2023,April,2023Q2,33
901,Dropbox,SF Bay Area,Other,0.16,2023-04-27,1700.0,Post-IPO,United States,500.0,3125.0,layoff_permanent,2023,April,2023Q2,31
902,Alteryx,Los Angeles,Data,0.11,2023-04-27,613.0,Post-IPO,United States,320.0,2909.0,layoff_permanent,2023,April,2023Q2,19
904,Greenhouse,New York City,Recruiting,0.12,2023-04-27,110.0,Private Equity,United States,100.0,833.0,closure_permanent,2023,April,2023Q2,25
925,BuzzFeed,New York City,Media,0.15,2023-04-20,696.0,Post-IPO,United States,180.0,1200.0,layoff_permanent,2023,April,2023Q2,25
926,Koo,Bengaluru,Consumer,0.3,2023-04-20,50.0,Series B,India,78.0,260.0,down_sizing,2023,April,2023Q2,2
934,Opendoor,SF Bay Area,Real Estate,0.22,2023-04-18,1900.0,Post-IPO,United States,560.0,2545.0,layoff_permanent,2023,April,2023Q2,31
958,Viasat,San Diego,Other,0.04,2023-04-12,366.0,Post-IPO,United States,300.0,7500.0,layoff_permanent,2023,April,2023Q2,33
962,Redfin,Seattle,Real Estate,0.04,2023-04-11,320.0,Post-IPO,United States,201.0,5025.0,layoff_temporary,2023,April,2023Q2,36
969,Nori,Seattle,Energy,0.37,2023-04-10,13.0,Unknown,United States,10.0,27.0,down_sizing,2023,April,2023Q2,36
970,Simpl,Bengaluru,Finance,0.25,2023-04-09,71.0,Series B,India,150.0,600.0,layoff_permanent,2023,April,2023Q2,2
978,Amplitude,SF Bay Area,Data,0.13,2023-04-05,311.0,Post-IPO,United States,99.0,762.0,layoff_permanent,2023,April,2023Q2,31
983,Boost,New York City,Finance,0.2,2023-04-04,37.0,Series B,United States,15.0,75.0,layoff_permanent,2023,April,2023Q2,25
994,Roku,SF Bay Area,Media,0.06,2023-03-30,208.0,Post-IPO,United States,200.0,3333.0,layoff_permanent,2023,March,2023Q1,31
997,Loop,Austin,Finance,0.25,2023-03-30,24.0,Series A,United States,19.0,76.0,down_sizing,2023,March,2023Q1,1
1007,Electronic Arts,SF Bay Area,Consumer,0.06,2023-03-29,2.0,Post-IPO,United States,780.0,13000.0,layoff_permanent,2023,March,2023Q1,31
1028,Glassdoor,SF Bay Area,HR,0.15,2023-03-22,204.0,Acquired,United States,140.0,933.0,layoff_permanent,2023,March,2023Q1,31
1053,Leafly,Seattle,Retail,0.21,2023-03-16,71.0,Post-IPO,United States,40.0,190.0,down_sizing,2023,March,2023Q1,36
1069,Xero,Wellington,Finance,0.15,2023-03-09,681.0,Post-IPO,New Zealand,800.0,5333.0,layoff_temporary,2023,March,2023Q1,45
1080,Zwift,Los Angeles,Fitness,0.15,2023-03-07,619.0,Series C,United States,80.0,533.0,layoff_permanent,2023,March,2023Q1,19
1085,Atlassian,Sydney,Other,0.05,2023-03-06,210.0,Post-IPO,Australia,500.0,10000.0,layoff_permanent,2023,March,2023Q1,39
1094,Embark Trucks,SF Bay Area,Transportation,0.7,2023-03-03,317.0,Post-IPO,United States,230.0,329.0,layoff_permanent,2023,March,2023Q1,31
1113,Waymo,SF Bay Area,Transportation,0.08,2023-03-01,5500.0,Subsidiary,United States,209.0,2612.0,layoff_permanent,2023,March,2023Q1,31
1116,Sonder,SF Bay Area,Travel,0.14,2023-03-01,839.0,Post-IPO,United States,100.0,714.0,layoff_temporary,2023,March,2023Q1,31
1124,Cerebral,SF Bay Area,Healthcare,0.15,2023-02-27,462.0,Series C,United States,285.0,1900.0,layoff_permanent,2023,February,2023Q1,31
1125,Amount,Chicago,Finance,0.25,2023-02-27,283.0,Unknown,United States,130.0,520.0,down_sizing,2023,February,2023Q1,8
1127,Outreach,Seattle,Sales,0.07,2023-02-27,489.0,Series G,United States,70.0,1000.0,layoff_permanent,2023,February,2023Q1,36
1165,Kinde,Sydney,Other,0.28,2023-02-20,10.0,Seed,Australia,8.0,29.0,closure_permanent,2023,February,2023Q1,39
1171,Chipper Cash,SF Bay Area,Finance,0.33,2023-02-17,302.0,Series C,United States,100.0,303.0,layoff_permanent,2023,February,2023Q1,31
1176,The RealReal,SF Bay Area,Retail,0.07,2023-02-16,356.0,Post-IPO,United States,230.0,3286.0,closure_permanent,2023,February,2023Q1,31
1179,Wix,Tel Aviv,Marketing,0.06,2023-02-15,58.0,Post-IPO,Israel,370.0,6167.0,layoff_permanent,2023,February,2023Q1,40
1199,Twilio,SF Bay Area,Other,0.17,2023-02-13,614.0,Post-IPO,United States,1500.0,8824.0,down_sizing,2023,February,2023Q1,31
1200,Electric,New York City,Other,0.25,2023-02-13,212.0,Series D,United States,141.0,564.0,closure_permanent,2023,February,2023Q1,25
1218,Yahoo,SF Bay Area,Consumer,0.2,2023-02-09,6.0,Acquired,United States,1600.0,8000.0,layoff_permanent,2023,February,2023Q1,31
1230,GoDaddy,Phoenix,Marketing,0.08,2023-02-08,800.0,Post-IPO,United States,530.0,6625.0,changed_business,2023,February,2023Q1,27
1231,Affirm,SF Bay Area,Finance,0.19,2023-02-08,1500.0,Post-IPO,United States,500.0,2632.0,down_sizing,2023,February,2023Q1,31
1232,Gusto,SF Bay Area,HR,0.05,2023-02-08,746.0,Series E,United States,126.0,2520.0,closure_permanent,2023,February,2023Q1,31
1241,eBay,SF Bay Area,Retail,0.04,2023-02-07,1200.0,Post-IPO,United States,500.0,12500.0,layoff_permanent,2023,February,2023Q1,31
1248,Loggi,Sao Paulo,Logistics,0.07,2023-02-06,507.0,Series F,Brazil,300.0,4286.0,closure_permanent,2023,February,2023Q1,35
1265,Okta,SF Bay Area,Security,0.05,2023-02-02,1200.0,Post-IPO,United States,300.0,6000.0,layoff_permanent,2023,February,2023Q1,31
1280,Splunk,SF Bay Area,Data,0.04,2023-02-01,2400.0,Post-IPO,United States,325.0,8125.0,layoff_permanent,2023,February,2023Q1,31
1282,DraftKings,Boston,Consumer,0.04,2023-02-01,719.0,Post-IPO,United States,140.0,3500.0,layoff_temporary,2023,February,2023Q1,4
1286,Wheel,Austin,Healthcare,0.28,2023-02-01,215.0,Series C,United States,56.0,200.0,down_sizing,2023,February,2023Q1,1
1299,PayPal,SF Bay Area,Finance,0.07,2023-01-31,216.0,Post-IPO,United States,2000.0,28571.0,layoff_permanent,2023,January,2023Q1,31
1301,Workday,SF Bay Area,HR,0.03,2023-01-31,230.0,Post-IPO,United States,525.0,17500.0,layoff_permanent,2023,January,2023Q1,31
1303,Upstart,SF Bay Area,Finance,0.2,2023-01-31,144.0,Post-IPO,United States,365.0,1825.0,layoff_permanent,2023,January,2023Q1,31
1305,Wish,SF Bay Area,Retail,0.17,2023-01-31,1600.0,Post-IPO,United States,150.0,882.0,closure_permanent,2023,January,2023Q1,31
1343,SAP,Walldorf,Other,0.03,2023-01-26,1300.0,Post-IPO,Germany,3000.0,100000.0,layoff_permanent,2023,January,2023Q1,43
1344,Confluent,SF Bay Area,Data,0.08,2023-01-26,455.0,Post-IPO,United States,221.0,2762.0,closure_permanent,2023,January,2023Q1,31
1365,Bolt,SF Bay Area,Finance,0.1,2023-01-24,1300.0,Series E,United States,50.0,500.0,closure_permanent,2023,January,2023Q1,31
1375,Spotify,Stockholm,Media,0.06,2023-01-23,2100.0,Post-IPO,Sweden,600.0,10000.0,layoff_permanent,2023,January,2023Q1,38
1387,Wayfair,Boston,Retail,0.1,2023-01-20,1700.0,Post-IPO,United States,1750.0,17500.0,layoff_permanent,2023,January,2023Q1,4
1423,8x8,SF Bay Area,Support,0.07,2023-01-18,253.0,Post-IPO,United States,155.0,2214.0,layoff_permanent,2023,January,2023Q1,31
1432,Addepar,SF Bay Area,Finance,0.03,2023-01-18,491.0,Series F,United States,20.0,667.0,layoff_permanent,2023,January,2023Q1,31
1444,Unity,SF Bay Area,Other,0.03,2023-01-17,1300.0,Post-IPO,United States,284.0,9467.0,layoff_permanent,2023,January,2023Q1,31
1484,Pier,Sao Paulo,Finance,0.39,2023-01-12,42.0,Series B,Brazil,111.0,285.0,closure_permanent,2023,January,2023Q1,35
1496,Flexport,SF Bay Area,Logistics,0.2,2023-01-11,2400.0,Series E,United States,640.0,3200.0,layoff_permanent,2023,January,2023Q1,31
1498,Verily,SF Bay Area,Healthcare,0.15,2023-01-11,3500.0,Unknown,United States,250.0,1667.0,layoff_permanent,2023,January,2023Q1,31
1512,Blend,SF Bay Area,Finance,0.28,2023-01-10,665.0,Post-IPO,United States,340.0,1214.0,layoff_permanent,2023,January,2023Q1,31
1529,Fate Therapeutics,San Diego,Healthcare,0.57,2023-01-09,1200.0,Post-IPO,United States,315.0,553.0,layoff_permanent,2023,January,2023Q1,33
1587,TuSimple,San Diego,Transportation,0.25,2022-12-21,648.0,Post-IPO,United States,350.0,1400.0,layoff_permanent,2022,December,2022Q4,33
1597,Tomorrow,Hamburg,Finance,0.25,2022-12-16,29.0,Unknown,Germany,30.0,120.0,closure_permanent,2022,December,2022Q4,15
1614,Headspace,Los Angeles,Healthcare,0.04,2022-12-14,215.0,Unknown,United States,50.0,1250.0,layoff_permanent,2022,December,2022Q4,19
1617,Thumbtack,SF Bay Area,Consumer,0.14,2022-12-13,698.0,Series I,United States,160.0,1143.0,layoff_permanent,2022,December,2022Q4,31
1635,Primer,London,Finance,0.33,2022-12-09,73.0,Series B,United Kingdom,85.0,258.0,closure_permanent,2022,December,2022Q4,18
1642,Airtable,SF Bay Area,Product,0.2,2022-12-08,1400.0,Series F,United States,254.0,1270.0,layoff_permanent,2022,December,2022Q4,31
1646,BlackLine,Los Angeles,Finance,0.05,2022-12-08,220.0,Private Equity,United States,95.0,1900.0,layoff_permanent,2022,December,2022Q4,19
1661,Plaid,SF Bay Area,Finance,0.2,2022-12-07,734.0,Series D,United States,260.0,1300.0,layoff_permanent,2022,December,2022Q4,31
1664,Relativity,Chicago,Legal,0.1,2022-12-07,125.0,Private Equity,United States,150.0,1500.0,layoff_permanent,2022,December,2022Q4,8
1665,Voi,Stockholm,Transportation,0.13,2022-12-07,515.0,Series D,United States,130.0,1000.0,closure_permanent,2022,December,2022Q4,38
1669,Lev,New York City,Real Estate,0.3,2022-12-07,114.0,Series B,United States,30.0,100.0,layoff_temporary,2022,December,2022Q4,25
1675,Doma,SF Bay Area,Finance,0.4,2022-12-06,679.0,Post-IPO,United States,515.0,1288.0,layoff_permanent,2022,December,2022Q4,31
1677,BuzzFeed,New York City,Media,0.12,2022-12-06,696.0,Post-IPO,United States,180.0,1500.0,layoff_permanent,2022,December,2022Q4,25
1680,Chipper Cash,SF Bay Area,Finance,0.125,2022-12-06,302.0,Series C,United States,50.0,400.0,layoff_permanent,2022,December,2022Q4,31
1701,Polly,Burlington,Finance,0.15,2022-12-02,184.0,Series C,United States,47.0,313.0,layoff_permanent,2022,December,2022Q4,7
1716,Happy Money,Los Angeles,Finance,0.34,2022-11-30,191.0,Series D,United States,158.0,465.0,layoff_permanent,2022,November,2022Q4,19
1717,Ula,Jakarta,Retail,0.23,2022-11-30,140.0,Series B,Indonesia,134.0,583.0,closure_permanent,2022,November,2022Q4,16
1720,Grin,Sacramento,Marketing,0.13,2022-11-30,145.0,Series B,United States,60.0,462.0,layoff_temporary,2022,November,2022Q4,32
1759,Lemon,Buenos Aires,Crypto,0.38,2022-11-24,17.0,Series A,Argentina,100.0,263.0,layoff_temporary,2022,November,2022Q4,6
1776,Kitopi,Dubai,Food,0.1,2022-11-21,804.0,Series C,United States,93.0,930.0,layoff_permanent,2022,November,2022Q4,13
1781,Nuro,SF Bay Area,Transportation,0.2,2022-11-18,2100.0,Series D,United States,300.0,1500.0,layoff_permanent,2022,November,2022Q4,31
1782,Synthego,SF Bay Area,Healthcare,0.2,2022-11-18,459.0,Series E,United States,105.0,525.0,layoff_permanent,2022,November,2022Q4,31
1790,Roku,SF Bay Area,Media,0.07,2022-11-17,208.0,Post-IPO,United States,200.0,2857.0,layoff_permanent,2022,November,2022Q4,31
1793,Juni,Gothenburg,Finance,0.33,2022-11-17,281.0,Unknown,Sweden,72.0,218.0,layoff_permanent,2022,November,2022Q4,14
1803,Cisco,SF Bay Area,Infrastructure,0.05,2022-11-16,2.0,Post-IPO,United States,4100.0,82000.0,layoff_permanent,2022,November,2022Q4,31
1818,Asana,SF Bay Area,Other,0.09,2022-11-15,453.0,Post-IPO,United States,180.0,2000.0,layoff_permanent,2022,November,2022Q4,31
1837,Illumina,San Diego,Healthcare,0.05,2022-11-14,28.0,Post-IPO,United States,500.0,10000.0,layoff_permanent,2022,November,2022Q4,33
1842,Intercom,SF Bay Area,Support,0.13,2022-11-14,240.0,Series D,United States,124.0,954.0,layoff_permanent,2022,November,2022Q4,31
1857,Juul,SF Bay Area,Consumer,0.3,2022-11-10,1500.0,Unknown,United States,400.0,1333.0,layoff_permanent,2022,November,2022Q4,31
1858,Blend,SF Bay Area,Finance,0.06,2022-11-10,665.0,Post-IPO,United States,100.0,1667.0,layoff_permanent,2022,November,2022Q4,31
